,Unnamed: 0,headline,url,publisher,date,stock
1799993,1804243,This Chart May Hold Key To Stock Rally's Fate,http://seekingalpha.com/article/3979497-chart-may-hold-key-stock-rallys-fate?source=partner_benzinga,Seeking Alpha,2016-06-02 00:00:00,XLB
913926,916077,State Street Introduces International Junk Bond ETF - ETF News And Commentary,http://www.zacks.com/stock/news/126738/state-street-introduces-international-junk-bond-etf,Zacks,2014-03-20 00:00:00,JNK
1555072,1558708,American Insider Trades: March 8-15,http://www.gurufocus.com/news/212784/american-insider-trades-march-815,GuruFocus,2013-03-15 00:00:00,SWK
43259,43416,The O(Vervalued)-Team - Review Of July 2016,http://seekingalpha.com/article/3996283-o-vervalued-team-review-july-2016?source=partner_benzinga,Seeking Alpha,2016-08-05 00:00:00,AGG
4076,4139,Five Monster Stock Market Predictions For The Week Of June 1,https://talkmarkets.com/content/five-monster-stock-market-predictions-for-the-week-of-june-1?post=263922,TalkMarkets,2020-05-31 00:00:00,AAPL
1690421,1694425,"Energy Fuels: Contrarian Opportunity With Explosive Potential, Pt. —",https://www.benzinga.com/node/14964087,GuruFocus,2019-12-10 00:00:00,UUUU
1154471,1157187,Cal3 measure removed from November ballot,https://seekingalpha.com/news/3371320-cal3-measure-removed-november-ballot?source=partner_benzinga,Seeking Alpha,2018-07-19 00:00:00,NKX
1361760,1364922,Borr Drilling Reactivates 4 Jack-Ups On Speculation,https://seekingalpha.com/article/4209988-borr-drilling-reactivates-4-jack-ups-speculation?source=partner_benzinga,Seeking Alpha,2018-10-05 00:00:00,RDC
1084624,1087162,"DXC Technology (DXC) Q2 Earnings Top, Revenues Lag Estimates",http://www.zacks.com/stock/news/336452/dxc-technology-dxc-q2-earnings-top-revenues-lag-estimates?cid=CS-BENZ-FT-336452,Zacks,2018-11-08 00:00:00,MOH
678680,680270,"Trencher Market —…—… : Top Countries Data, Market Size, Defination, SWOT Analysis, ...",http://www.gurufocus.com/news/1030493/trencher-market-2020--top-countries-data-market-size-defination-swot-analysis-applications-trends-and-forecast-to-2026,GuruFocus,2020-02-06 00:00:00,GDP
715044,716739,"Michael Burry's Firm Axes Alphabet, Buys 5 Stocks in the –st Quarter",http://www.gurufocus.com/news/1151574/michael-burrys-firm-axes-alphabet-buys-5-stocks-in-the-1st-quarter,GuruFocus,2020-05-29 00:00:00,GOOGL
478868,480059,IoMT Becomes the Buzzword in New Age MedTech Investing,http://www.zacks.com/stock/news/516704/iomt-becomes-the-buzzword-in-new-age-medtech-investing?cid=CS-BENZ-FT-analyst_blog|industry_focus-516704,Zacks,2019-09-13 00:00:00,DXCM
632210,633677,Fabrinet Q4 Earnings Preview,https://seekingalpha.com/news/3492771-fabrinet-q4-earnings-preview?source=partner_benzinga,Seeking Alpha,2019-08-18 00:00:00,FN
660090,661643,U.S. Dollar Bulls Take Firm Control,https://seekingalpha.com/article/4170604-u-s-dollar-bulls-take-firm-control?source=partner_benzinga,Seeking Alpha,2018-05-07 00:00:00,FXF
1753760,1757898,The Vetr community has downgraded $WDC to 4-Stars,https://www.vetr.com/research/NASDAQ:WDC?fd=2017-01-19,Vetr,2017-01-19 00:00:00,WDC
1816547,1820843,"Hopium Floats, And That's How The Market Got High On Friday",https://seekingalpha.com/article/4263394-hopium-floats-market-got-high-friday?source=partner_benzinga,Seeking Alpha,2019-05-13 00:00:00,XPP
1177635,1180400,Impressive Growth Across Mobile and Online Gaming Are Catalysts for NetEase,http://www.gurufocus.com/news/316252/impressive-growth-across-mobile-and-online-gaming-are-catalysts-for-netease,GuruFocus,2015-02-13 00:00:00,NTES
334670,335540,Bloomberg: Several mulling bids for GE's U.S. commercial lending business,http://seekingalpha.com/news/2575835-bloomberg-several-mulling-bids-for-ges-u-s-commercial-lending-business?source=partner_benzinga,Seeking Alpha,2015-06-11 00:00:00,COF
1661198,1665076,A Slightly Less Hysterical Read Of Last Week's Repocalypse,https://seekingalpha.com/article/4293329-slightly-less-hysterical-read-last-weeks-repocalypse?source=partner_benzinga,Seeking Alpha,2019-09-24 00:00:00,TZA
815522,817404,David Einhorn Loves These 4 Dividend Stocks,http://www.gurufocus.com/news/220071/david-einhorn-loves-these-4-dividend-stocks,GuruFocus,2013-05-28 00:00:00,IACI
1214646,1217483,"OM Group beats by $0.02, beats on revenue",http://seekingalpha.com/news/2336416-om-group-beats-by-0_02-beats-on-revenue?source=partner_benzinga,Seeking Alpha,2015-03-02 00:00:00,OMG
1461851,1465219,Financials - Top 5 Gainers / Losers as of 1:10 PM,http://seekingalpha.com/news/3234730-financials-top-5-gainers-losers-1-10-pm?source=partner_benzinga,Seeking Alpha,2017-01-11 00:00:00,SIEB
1796540,1800786,Valuation Dashboard: Utilities - Update,https://seekingalpha.com/article/4157484-valuation-dashboard-utilities-update?source=partner_benzinga,Seeking Alpha,2018-03-19 00:00:00,XEL
1194552,1197354,New York Times declares $0.05 dividend,https://seekingalpha.com/news/3430120-new-york-times-declares-0_05-dividend?source=partner_benzinga,Seeking Alpha,2019-02-06 00:00:00,NYT
927779,929959,Foreign Banks Stock Outlook - Nov. 2012 - Zacks Analyst Interviews,http://www.zacks.com/commentary/24372/foreign-banks-stock-outlook-nov-2012,Zacks,2012-11-01 00:00:00,KB
579414,580781,Mexican peso resumes rally as some political fears abate,https://seekingalpha.com/news/3369768-mexican-peso-resumes-rally-political-fears-abate?source=partner_benzinga,Seeking Alpha,2018-07-12 00:00:00,EWW
909561,911699,JinkoSolar Holding (JKS) Supplies Solar Modules to Gransolar,http://www.zacks.com/stock/news/271956/jinkosolar-holding-jks-supplies-solar-modules-to-gransolar?cid=CS-BENZ-FT-271956,Zacks,2017-08-15 00:00:00,JKS
143857,144234,Zacks #1 Rank Additions for Monday - Tale of the Tape,http://www.zacks.com/stock/news/72273/here-are-5-stocks-added-to-the-zacks-1-rank-strong-buy-list-for-monday,Zacks,2012-04-02 00:00:00,AVID
1683832,1687794,More on USA Truck's Q2,http://seekingalpha.com/news/2689085-more-on-usa-trucks-q2?source=partner_benzinga,Seeking Alpha,2015-08-04 00:00:00,USAK
1318753,1321819,Paratek Pharmaceuticals Set To Explode As The Holy Grail Of Antibiotics Omadacycline Nears FDA Approval,https://seekingalpha.com/article/4131263-paratek-pharmaceuticals-set-explode-holy-grail-antibiotics-omadacycline-nears-fda-approval?source=partner_benzinga,Seeking Alpha,2017-12-12 00:00:00,PRTK
1795571,1799811,Wilbur Ross Boosts EXCO Stake by 60%,http://www.gurufocus.com/news/244016/wilbur-ross-boosts-exco-stake-by-60,GuruFocus,2014-01-21 00:00:00,XCO
491048,492257,Emergent BioSolutions reports preliminary 2018 results and 2019 outlook,https://seekingalpha.com/news/3420921-emergent-biosolutions-reports-preliminary-2018-results-2019-outlook?source=partner_benzinga,Seeking Alpha,2019-01-07 00:00:00,EBS
4079,4142,"A Confused Goldman No Longer Expects S&P To Drop To 2,400 But Sees No Market Upside Either",https://talkmarkets.com/content/a-confused-goldman-no-longer-expects-sp-to-drop-to-2400-but-sees-no-market-upside-either?post=263854,TalkMarkets,2020-05-30 00:00:00,AAPL
715199,716894,"Private Wealth Strategies, L.L.C. Buys Vanguard Intermediate-Term Bond, Alphabet Inc, New York ...",http://www.gurufocus.com/news/1125363/private-wealth-strategies-llc-buys-vanguard-intermediateterm-bond-alphabet-inc-new-york-mortgage-trust-inc-sells-spdr-portfolio-long-term-treasury-jpmorgan-chase-exxon-mobil-corp,GuruFocus,2020-05-04 00:00:00,GOOGL
1126087,1128720,Offshore Drilling Industry - Weakening And Unlikely To Recover In Near Future,http://seekingalpha.com/article/3992670-offshore-drilling-industry-weakening-unlikely-recover-near-future?source=partner_benzinga,Seeking Alpha,2016-07-28 00:00:00,NADL
590590,592002,First Connecticut declares $0.11 dividend,http://seekingalpha.com/news/3247696-first-connecticut-declares-0_11-dividend?source=partner_benzinga,Seeking Alpha,2017-03-01 00:00:00,FBNK
1612262,1616042,"Finally, A Clean, Low-Cost Oil Sands Solution",https://www.benzinga.com/node/6001249,Accesswire,2015-11-10 00:00:00,TOT
1279915,1282873,"PGT Innovations, Inc. 2019 Q2 - Results - Earnings Call Slides",https://seekingalpha.com/article/4280280-pgt-innovations-inc-2019-q2-results-earnings-call-slides?source=partner_benzinga,Seeking Alpha,2019-08-01 00:00:00,PGTI
393078,394113,Cypress Semiconductor Corporation 2017 Q1 - Results - Earnings Call Slides,http://seekingalpha.com/article/4042241-cypress-semiconductor-corporation-2017-q1-results-earnings-call-slides?source=partner_benzinga,Seeking Alpha,2017-02-02 00:00:00,CY
715113,716808,"Ursa Fund Management, LLC Buys Match Group Inc, ANGI Homeservices Inc, PG&E Corp, Sells ...",http://www.gurufocus.com/news/1137313/ursa-fund-management-llc-buys-match-group-inc-angi-homeservices-inc-pge-corp-sells-amazoncom-inc-iacinteractivecorp-alphabet-inc,GuruFocus,2020-05-14 00:00:00,GOOGL
112386,112694,Aramark (ARMK) Misses Q2 Earnings Estimates,http://www.zacks.com/stock/news/409972/aramark-armk-misses-q2-earnings-estimates?cid=CS-BENZ-FT-409972,Zacks,2019-05-07 00:00:00,ARMK
991474,993768,Emerging Markets React Strongly To Trump Victory,http://seekingalpha.com/article/4023764-emerging-markets-react-strongly-trump-victory?source=partner_benzinga,Seeking Alpha,2016-11-15 00:00:00,LLEM
203385,203916,Gladstone Investment's Dividend Sustainability Analysis (Includes April-December 2019 And Fiscal 2020 Special Periodic Dividend Projections),https://seekingalpha.com/article/4248968-gladstone-investments-dividend-sustainability-analysis-includes-april-december-2019-fiscal?source=partner_benzinga,Seeking Alpha,2019-03-14 00:00:00,BLK
1296528,1299526,FDA clears Psychemedics hair test for fentanyl,https://seekingalpha.com/news/3453389-fda-clears-psychemedics-hair-test-fentanyl?source=partner_benzinga,Seeking Alpha,2019-04-24 00:00:00,PMD
715206,716901,Tech Companies Gun for Zoom; Video Conferencing Race,https://talkmarkets.com/content/tech-companies-gun-for-zoom-video-conferencing-race?post=260631,TalkMarkets,2020-05-02 00:00:00,GOOGL
1632766,1636575,Personal Income Jumps on Tax Cut - Analyst Blog,https://www.benzinga.com/content/zacks-investment-research-all-commentary-articles/11/02/891111/personal-income-jumps-on-tax-,webmaster,2011-02-28 00:00:00,TSCO
1662192,1666070,Travelzoo 2019 Q3 - Results - Earnings Call Presentation,https://seekingalpha.com/article/4298237-travelzoo-2019-q3-results-earnings-call-presentation?source=partner_benzinga,Seeking Alpha,2019-10-23 00:00:00,TZOO
753681,755432,First NBC on the move on reported deal discussions,http://seekingalpha.com/news/3226136-first-nbc-move-reported-deal-discussions?source=partner_benzinga,Seeking Alpha,2016-11-21 00:00:00,HBHC
1577647,1581337,The Container Store Group (TCS) Rises: Stock Adds 5.2% in Session,http://www.zacks.com/stock/news/187209/the-container-store-group-inc-tcs-shares-rise-over-5?cid=CS-BENZ-FT-187209,Zacks,2015-08-21 00:00:00,TCS
133430,133783,(Update) 9 Offshore Drillers To Consider As A Long Investment - Part I: Fleet Status,http://seekingalpha.com/article/3750296-update-9-offshore-drillers-to-consider-as-a-long-investment-part-i-fleet-status?source=partner_benzinga,Seeking Alpha,2015-12-11 00:00:00,ATW
670995,672568,Theresa May narrowly survives rebellion,https://seekingalpha.com/news/3370895-theresa-may-narrowly-survives-rebellion?source=partner_benzinga,Seeking Alpha,2018-07-18 00:00:00,GBB
1298169,1301168,Detailed Assessment Of AGNC Investment's Results For Q3 2019 (Includes November 2019-January 2020 Dividend Projection),https://seekingalpha.com/article/4303540-detailed-assessment-agnc-investments-results-q3-2019-includes-november-2019-january-2020?source=partner_benzinga,Seeking Alpha,2019-11-06 00:00:00,PMT
1488604,1492040,"Pacific Sun Financial Corp Buys ARK Genomic Revolution Multi-Sector ETF, Invesco Dynamic ...",https://www.benzinga.com/node/14740640,GuruFocus,2019-11-05 00:00:00,SLY
598796,600215,January 4th Natural Gas Storage Report: Our Expectations And Forecast,https://seekingalpha.com/article/4134988-january-4th-natural-gas-storage-report-expectations-forecast?source=partner_benzinga,Seeking Alpha,2018-01-03 00:00:00,FCG
1646110,1649955,TubeMogul: The Table That Was Left Out,http://seekingalpha.com/article/2873906-tubemogul-the-table-that-was-left-out?source=partner_benzinga,Seeking Alpha,2015-02-03 00:00:00,TUBE
1176468,1179233,Pinduoduo's Intriguing Gains And ByteDance Coming For Baidu's Lunch,https://seekingalpha.com/article/4281669-pinduoduos-intriguing-gains-bytedance-coming-baidus-lunch?source=partner_benzinga,Seeking Alpha,2019-08-05 00:00:00,NTES
589010,590404,Green Dot Portfolio: May 2018 Update,https://seekingalpha.com/article/4178916-green-dot-portfolio-may-2018-update?source=partner_benzinga,Seeking Alpha,2018-06-01 00:00:00,FAX
885230,887318,Still Waiting For A Correction? Market Outlook For 2017,http://seekingalpha.com/article/4031493-still-waiting-correction-market-outlook-2017?source=partner_benzinga,Seeking Alpha,2016-12-19 00:00:00,IWD
715125,716820,David Tepper: This Is the Most Overvalued Stock Market Since '99,http://www.gurufocus.com/news/1135627/david-tepper-this-is-the-most-overvalued-stock-market-since-99,GuruFocus,2020-05-13 00:00:00,GOOGL
765862,767644,Dividend ETFs Dominate The S&P 500 As The Yield Curve Flattens,http://seekingalpha.com/article/3974802-dividend-etfs-dominate-s-and-p-500-yield-curve-flattens?source=partner_benzinga,Seeking Alpha,2016-05-13 00:00:00,HDV
1189595,1192392,'Simpsons' Channel Not Out of Question,https://www.benzinga.com/content/thestreet-com/11/09/1934312/simpsons-channel-not-out-of-question,webmaster,2011-09-21 00:00:00,NWS
4097,4160,Swiss National Bank Ready To Buy Much More Tech Stocks To Weaken The Franc,https://talkmarkets.com/content/swiss-national-bank-ready-to-buy-much-more-tech-stocks-to-weaken-the-franc?post=263588,TalkMarkets,2020-05-28 00:00:00,AAPL
777415,779221,"Amedisys Tops on Q2 Earnings and Revenues, Shares Rally - Analyst Blog",http://www.zacks.com/stock/news/142566/amedisys-tops-on-q2-earnings-and-revenues-shares-rally,Zacks,2014-08-04 00:00:00,HLS
1420334,1423630,Sabre Corp. (SABR) CEO Sean Menke on Q4 2018 Results - Earnings Call Transcript,https://seekingalpha.com/article/4240243-sabre-corp-sabr-ceo-sean-menke-q4-2018-results-earnings-call-transcript?source=partner_benzinga,Seeking Alpha,2019-02-12 00:00:00,SABR
157715,158114,3 Reasons Why Aspen Technology (AZPN) Is a Great Growth Stock,http://www.zacks.com/stock/news/188250/aspen-technology-is-a-great-candidate-for-growth-oriented-investors?cid=CS-BENZ-FT-188250,Zacks,2015-08-31 00:00:00,AZPN
1100820,1103391,Check Point (CHKP) to Post Q2 Earnings: Is a Beat in Store?,http://www.zacks.com/stock/news/267777/check-point-chkp-to-post-q2-earnings-is-a-beat-in-store?cid=CS-BENZ-FT-267777,Zacks,2017-07-17 00:00:00,MSCI
1370617,1373800,Revance's Botulinum Toxin Type A Gel in Phase II Study,http://www.zacks.com/stock/news/189813/revances-botulinum-toxin-type-a-gel-in-phase-ii-study?cid=CS-BENZ-FT-189813,Zacks,2015-09-11 00:00:00,REGN
1072233,1074731,ETFs That Topped & Flopped Last Week,http://www.zacks.com/stock/news/563827/etfs-that-topped-flopped-last-week?cid=CS-BENZ-FT-etf_news_and_commentary-563827,Zacks,2019-10-14 00:00:00,MLPG
916179,918336,Duke Realty Touches New High - Analyst Blog,http://www.zacks.com/stock/news/135119/duke-realty-touches-new-high,Zacks,2014-05-29 00:00:00,JOE
1186550,1189342,"Axsome Narcolepsy Candidate Meets Phase II Goal, Stock Up",http://www.zacks.com/stock/news/653925/axsome-narcolepsy-candidate-meets-phase-ii-goal-stock-up?cid=CS-BENZ-FT-analyst_blog|company_news_-_medical_sector-653925,Zacks,2019-12-04 00:00:00,NVS
410429,411502,"Cincinnati Bell Q2 Loss Lower than Expected, Sales Beat - Analyst Blog",http://www.zacks.com/stock/news/184274/cincinnati-bell-q2-loss-lower-than-expected-sales-beat?cid=CS-BENZ-FT-184274,Zacks,2015-07-30 00:00:00,DCM
1589416,1593129,Tallgrass DJ Basin pipeline projects OK'd by U.S. regulator,https://seekingalpha.com/news/3500670-tallgrass-dj-basin-pipeline-projects-okd-u-s-regulator?source=partner_benzinga,Seeking Alpha,2019-09-19 00:00:00,TGE
1160436,1163164,"EMCOR Buys Batchelor & Kimball, Fortifies Mechanical Unit",http://www.zacks.com/stock/news/602505/emcor-buys-batchelor-kimball-fortifies-mechanical-unit?cid=CS-BENZ-FT-analyst_blog|company_news_-_corporate_actions-602505,Zacks,2019-11-04 00:00:00,NOA
808234,810104,"Haverty Furniture beats by $0.10, revenue in-line",https://seekingalpha.com/news/3434759-haverty-furniture-beats-0_10-revenue-line?source=partner_benzinga,Seeking Alpha,2019-02-19 00:00:00,HVT
1114500,1117104,"Goldman cuts machinery group; downgrades MTW, TEX, NAV",http://seekingalpha.com/news/2659115-goldman-cuts-machinery-group-downgrades-mtw-tex-nav?source=partner_benzinga,Seeking Alpha,2015-07-27 00:00:00,MTW
617886,619333,Fidelity Selected by Woolworths - Analyst Blog,https://www.benzinga.com/content/zacks-investment-research-all-commentary-articles/11/05/1095488/fidelity-selected-by-woolwor,webmaster,2011-05-18 00:00:00,FIS
1128761,1131400,Investors rush back into automaker stocks,http://seekingalpha.com/news/2816486-investors-rush-back-into-automaker-stocks?source=partner_benzinga,Seeking Alpha,2015-10-07 00:00:00,NAV
1621144,1624937,Zillow Q3 Beats As Real Estate Company Swings To Loss,http://news.investors.com/110513-678036-zillow-marketing-spending-climbs-in-trulia-battle.htm?ven=benzingacp&src=aurlaam,Investor's Business Daily,2013-11-05 00:00:00,TRLA
1453928,1457290,Signs Of Life In Platinum,https://seekingalpha.com/article/4222529-signs-life-platinum?source=partner_benzinga,Seeking Alpha,2018-11-16 00:00:00,SGOL
715092,716787,"Odey Holdings AG Buys Regeneron Pharmaceuticals Inc, Amazon. ...",http://www.gurufocus.com/news/1138814/odey-holdings-ag-buys-regeneron-pharmaceuticals-inc-amazoncom-inc-facebook-inc-sells-barrick-gold-corp-the-stars-group-inc,GuruFocus,2020-05-15 00:00:00,GOOGL
